Record_Type,Transaction_ID,Date,Store_ID,Store_Name,Store_City,Store_Region,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Cost,Unit_Retail,Expense_Type,Expense_Amount
SALES,TX-19879,2025-01-06,10,Branch_10,cairo,Greater Cairo,100,Prod_100,Beverages,Dairy,10,73.57,94.5,NOT_APPLICABLE,0.0
SALES,TX-19880,2025-04-01,7,Branch_7,Mansoura,Greater Cairo,115,Prod_115,Beverages,Snacks,2,130.62,158.33,NOT_APPLICABLE,0.0
SALES,TX-19881,2026-01-07,4,Branch_4,ALEXANDRIA,Delta,116,Prod_116,Personal Care,Detergents,8,128.6,170.56,NOT_APPLICABLE,0.0
SALES,TX-19882,2026-02-19,1,Branch_1,cairo,Alex Coast,118,Prod_118,Beverages,Snacks,-5,146.39,191.86,NOT_APPLICABLE,0.0
SALES,TX-19883,2025-04-04,6,Branch_6,GIZA,Alex Coast,108,Prod_108,Home Care,Detergents,7,108.06,132.82,NOT_APPLICABLE,0.0
SALES,TX-19884,2025-09-06,4,Branch_4,ALEXANDRIA,Delta,113,Prod_113,Home Care,Shampoo,2,110.22,138.7,NOT_APPLICABLE,0.0
SALES,TX-19885,2025-03-27,8,Branch_8,Tanta,Delta,103,Prod_103,Home Care,Soft Drinks,8,78.63,110.0,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19886,2026-01-01,7,Branch_7,Mansoura,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,43322.45
SALES,TX-19887,2025-01-31,1,Branch_1,cairo,Alex Coast,105,Prod_105,Groceries,Soft Drinks,7,89.16,122.17,NOT_APPLICABLE,0.0
SALES,TX-19888,2026-03-19,1,Branch_1,cairo,Alex Coast,104,Prod_104,Groceries,Dairy,9,87.62,117.26,NOT_APPLICABLE,0.0
SALES,TX-19889,2025-05-28,5,Branch_5,Giza,Greater Cairo,115,Prod_115,Personal Care,Snacks,6,124.05,155.65,NOT_APPLICABLE,0.0
SALES,TX-19890,2026-01-09,3,Branch_3,Alexandria,Delta,111,Prod_111,Beverages,Snacks,8,105.17,133.86,NOT_APPLICABLE,0.0
SALES,TX-19891,2026-01-26,6,Branch_6,GIZA,Alex Coast,102,Prod_102,Beverages,Shampoo,7,82.13,100.84,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19892,2025-01-01,6,Branch_6,GIZA,Alex Coast,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Maintenance,49436.68
SALES,TX-19893,2025-05-29,9,Branch_9,Cairo,Delta,119,Prod_119,Home Care,Dairy,9,136.5,180.52,NOT_APPLICABLE,0.0
SALES,TX-19894,2025-11-19,8,Branch_8,Tanta,Delta,101,Prod_101,Groceries,Snacks,9,79.59,97.96,NOT_APPLICABLE,0.0
SALES,TX-19895,2025-07-29,1,Branch_1,cairo,Alex Coast,116,Prod_116,Home Care,Shampoo,1,132.42,176.52,NOT_APPLICABLE,0.0
SALES,TX-19896,2026-05-11,4,Branch_4,ALEXANDRIA,Delta,104,Prod_104,Home Care,Soft Drinks,9,89.46,114.55,NOT_APPLICABLE,0.0
SALES,TX-19897,2025-08-31,7,Branch_7,Mansoura,Greater Cairo,106,Prod_106,Home Care,Soft Drinks,2,99.44,124.14,NOT_APPLICABLE,0.0
SALES,TX-19898,2026-02-19,5,Branch_5,Giza,Greater Cairo,110,Prod_110,Beverages,Soft Drinks,6,111.19,154.91,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19899,2026-03-01,5,Branch_5,Giza,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,20164.39
SALES,TX-19900,2025-05-17,3,Branch_3,Alexandria,Delta,107,Prod_107,Beverages,Detergents,7,93.09,114.7,NOT_APPLICABLE,0.0
SALES,TX-19901,2030-05-12,7,Branch_7,Mansoura,Greater Cairo,100,Prod_100,Personal Care,Shampoo,0,76.74,93.97,NOT_APPLICABLE,0.0
SALES,TX-19902,2025-01-17,4,Branch_4,ALEXANDRIA,Delta,101,Prod_101,Groceries,Dairy,1,72.65,89.04,NOT_APPLICABLE,0.0
SALES,TX-19903,2025-11-08,4,Branch_4,ALEXANDRIA,Delta,109,Prod_109,Beverages,Shampoo,10,99.99,138.58,NOT_APPLICABLE,0.0
SALES,TX-19904,2026-05-12,10,Branch_10,cairo,Greater Cairo,110,Prod_110,Groceries,Shampoo,2,100.51,128.95,NOT_APPLICABLE,0.0
SALES,TX-19905,2025-09-02,5,Branch_5,Giza,Greater Cairo,114,Prod_114,Home Care,Dairy,3,122.43,167.09,NOT_APPLICABLE,0.0
SALES,TX-19906,2025-08-16,3,Branch_3,Alexandria,Delta,108,Prod_108,Personal Care,Dairy,4,103.39,128.14,NOT_APPLICABLE,0.0
SALES,TX-19907,2025-07-13,4,Branch_4,ALEXANDRIA,Delta,104,Prod_104,Home Care,Dairy,10,95.74,133.87,NOT_APPLICABLE,0.0
SALES,TX-19908,2025-03-07,7,Branch_7,Mansoura,Greater Cairo,101,Prod_101,Groceries,Shampoo,5,73.77,94.32,NOT_APPLICABLE,0.0
SALES,TX-19909,2026-02-12,1,Branch_1,cairo,Alex Coast,111,Prod_111,Groceries,Detergents,1,121.49,151.2,NOT_APPLICABLE,0.0
SALES,TX-19910,2025-04-18,8,Branch_8,Tanta,Delta,115,Prod_115,Groceries,Dairy,12,123.45,161.67,NOT_APPLICABLE,0.0
SALES,TX-19911,2026-03-23,6,Branch_6,GIZA,Alex Coast,101,Prod_101,Personal Care,Shampoo,7,75.98,106.28,NOT_APPLICABLE,0.0
SALES,TX-19912,2026-03-31,6,Branch_6,GIZA,Alex Coast,112,Prod_112,Home Care,Dairy,8,123.9,166.88,NOT_APPLICABLE,0.0
SALES,TX-19913,2025-04-06,8,Branch_8,Tanta,Delta,112,Prod_112,Groceries,Soft Drinks,9,112.36,136.7,NOT_APPLICABLE,0.0
SALES,TX-19914,2025-07-06,4,Branch_4,ALEXANDRIA,Delta,106,Prod_106,Groceries,Dairy,12,93.39,121.61,NOT_APPLICABLE,0.0
SALES,TX-19915,2025-09-15,5,Branch_5,Giza,Greater Cairo,106,Prod_106,Beverages,Snacks,10,89.01,109.25,NOT_APPLICABLE,0.0
SALES,TX-19916,2025-03-02,7,Branch_7,Mansoura,Greater Cairo,111,Prod_111,Groceries,Snacks,5,122.51,156.12,NOT_APPLICABLE,0.0
SALES,TX-19917,2025-05-19,5,Branch_5,Giza,Greater Cairo,105,Prod_105,Home Care,Dairy,7,98.56,130.76,NOT_APPLICABLE,0.0
SALES,TX-19918,2025-02-22,6,Branch_6,GIZA,Alex Coast,116,Prod_116,Beverages,Shampoo,4,125.97,154.11,NOT_APPLICABLE,0.0
SALES,TX-19919,2026-03-30,10,Branch_10,cairo,Greater Cairo,107,Prod_107,Groceries,Soft Drinks,10,99.32,137.23,NOT_APPLICABLE,0.0
SALES,TX-19920,2025-05-16,8,Branch_8,Tanta,Delta,106,Prod_106,Home Care,Detergents,6,98.88,125.14,NOT_APPLICABLE,0.0
SALES,TX-19921,2025-06-17,3,Branch_3,Alexandria,Delta,105,Prod_105,Personal Care,Detergents,12,90.96,117.64,NOT_APPLICABLE,0.0
SALES,TX-19922,2025-09-01,10,Branch_10,cairo,Greater Cairo,118,Prod_118,Personal Care,Dairy,12,143.41,176.45,NOT_APPLICABLE,0.0
SALES,TX-19923,2025-08-05,1,Branch_1,cairo,Alex Coast,111,Prod_111,Beverages,Shampoo,7,103.39,137.46,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19924,2025-09-01,10,Branch_10,cairo,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Rent,36028.99
SALES,TX-19925,2026-03-08,2,Branch_2,CAIRO,Greater Cairo,116,Prod_116,Beverages,Dairy,12,126.96,166.11,NOT_APPLICABLE,0.0
SALES,TX-19926,2026-03-03,8,Branch_8,Tanta,Delta,115,Prod_115,Beverages,Soft Drinks,9,133.48,164.64,NOT_APPLICABLE,0.0
SALES,TX-19927,2025-04-28,8,Branch_8,Tanta,Delta,108,Prod_108,Personal Care,Dairy,1,95.18,121.74,NOT_APPLICABLE,0.0
SALES,TX-19928,2025-03-26,4,Branch_4,ALEXANDRIA,Delta,112,Prod_112,Groceries,Snacks,3,110.23,137.89,NOT_APPLICABLE,0.0
SALES,TX-19929,2025-03-09,3,Branch_3,Alexandria,Delta,115,Prod_115,Groceries,Snacks,2,128.78,155.3,NOT_APPLICABLE,0.0
SALES,TX-19930,2026-02-04,10,Branch_10,cairo,Greater Cairo,118,Prod_118,Home Care,Detergents,1,148.47,189.5,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19931,2025-02-01,5,Branch_5,Giza,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Rent,52209.7
SALES,TX-19932,2025-03-16,7,Branch_7,Mansoura,Greater Cairo,119,Prod_119,Groceries,Detergents,11,148.59,179.18,NOT_APPLICABLE,0.0
SALES,TX-19933,2026-01-19,8,Branch_8,Tanta,Delta,119,Prod_119,Groceries,Shampoo,3,148.58,200.15,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19934,2026-04-01,9,Branch_9,Cairo,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Electricity,25227.27
SALES,TX-19935,2025-01-18,3,Branch_3,Alexandria,Delta,115,Prod_115,Groceries,Snacks,9,129.5,161.91,NOT_APPLICABLE,0.0
SALES,TX-19936,2025-03-06,7,Branch_7,Mansoura,Greater Cairo,105,Prod_105,Home Care,Detergents,5,84.93,116.02,NOT_APPLICABLE,0.0
SALES,TX-19937,2025-01-28,1,Branch_1,cairo,Alex Coast,115,Prod_115,Home Care,Snacks,4,130.53,164.98,NOT_APPLICABLE,0.0
SALES,TX-19938,2025-10-17,2,Branch_2,CAIRO,Greater Cairo,113,Prod_113,Beverages,Detergents,5,111.25,150.47,NOT_APPLICABLE,0.0
SALES,TX-19939,2025-06-16,1,Branch_1,cairo,Alex Coast,109,Prod_109,Personal Care,Detergents,7,104.4,125.44,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19940,2025-08-01,10,Branch_10,cairo,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Maintenance,31980.71
SALES,TX-19941,2025-09-11,8,Branch_8,Tanta,Delta,101,Prod_101,Beverages,Detergents,11,81.74,106.64,NOT_APPLICABLE,0.0
SALES,TX-19942,2025-04-17,1,Branch_1,cairo,Alex Coast,106,Prod_106,Personal Care,Snacks,1,89.77,113.67,NOT_APPLICABLE,0.0
SALES,TX-19943,2025-04-03,9,Branch_9,Cairo,Delta,100,Prod_100,Home Care,Snacks,1,78.65,103.28,NOT_APPLICABLE,0.0
SALES,TX-19944,2025-12-15,10,Branch_10,cairo,Greater Cairo,116,Prod_116,Groceries,Soft Drinks,7,142.86,179.19,NOT_APPLICABLE,0.0
SALES,TX-19945,2026-03-25,10,Branch_10,cairo,Greater Cairo,112,Prod_112,Personal Care,Snacks,11,128.45,173.82,NOT_APPLICABLE,0.0
SALES,TX-19946,2026-05-15,10,Branch_10,cairo,Greater Cairo,113,Prod_113,Home Care,Dairy,9,117.52,141.57,NOT_APPLICABLE,0.0
SALES,TX-19947,2025-01-23,4,Branch_4,ALEXANDRIA,Delta,109,Prod_109,Groceries,Snacks,11,110.97,138.67,NOT_APPLICABLE,0.0
SALES,TX-19948,2025-04-22,2,Branch_2,CAIRO,Greater Cairo,113,Prod_113,Personal Care,Dairy,10,123.76,170.99,NOT_APPLICABLE,0.0
SALES,TX-19949,2025-07-04,3,Branch_3,Alexandria,Delta,114,Prod_114,Groceries,Snacks,6,131.11,173.31,NOT_APPLICABLE,0.0
SALES,TX-19950,2025-03-07,5,Branch_5,Giza,Greater Cairo,114,Prod_114,Personal Care,Shampoo,9,128.08,177.49,NOT_APPLICABLE,0.0
SALES,TX-19951,2026-01-18,4,Branch_4,ALEXANDRIA,Delta,113,Prod_113,Home Care,Snacks,4,118.45,163.23,NOT_APPLICABLE,0.0
SALES,TX-19952,2025-10-23,9,Branch_9,Cairo,Delta,105,Prod_105,Groceries,Detergents,9,89.96,111.06,NOT_APPLICABLE,0.0
SALES,TX-19953,2025-06-03,3,Branch_3,Alexandria,Delta,101,Prod_101,Beverages,Detergents,8,73.95,92.18,NOT_APPLICABLE,0.0
SALES,TX-19954,2025-09-06,4,Branch_4,ALEXANDRIA,Delta,116,Prod_116,Beverages,Shampoo,7,124.54,165.32,NOT_APPLICABLE,0.0
SALES,TX-19955,2026-03-25,3,Branch_3,Alexandria,Delta,115,Prod_115,Personal Care,Detergents,2,137.34,170.91,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19956,2026-03-01,2,Branch_2,CAIRO,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Rent,37640.58
SALES,TX-19957,2025-11-10,2,Branch_2,CAIRO,Greater Cairo,111,Prod_111,Home Care,Dairy,12,112.01,144.58,NOT_APPLICABLE,0.0
SALES,TX-19958,2025-10-29,6,Branch_6,GIZA,Alex Coast,107,Prod_107,Beverages,Dairy,2,94.44,122.64,NOT_APPLICABLE,0.0
SALES,TX-19959,2025-01-14,9,Branch_9,Cairo,Delta,118,Prod_118,Beverages,Snacks,3,138.16,171.6,NOT_APPLICABLE,0.0
SALES,TX-19960,2025-08-29,4,Branch_4,ALEXANDRIA,Delta,116,Prod_116,Groceries,Shampoo,9,127.22,168.84,NOT_APPLICABLE,0.0
SALES,TX-19961,2025-12-05,3,Branch_3,Alexandria,Delta,112,Prod_112,Personal Care,Shampoo,12,124.11,166.81,NOT_APPLICABLE,0.0
SALES,TX-19962,2025-02-05,2,Branch_2,CAIRO,Greater Cairo,104,Prod_104,Home Care,Soft Drinks,2,94.35,130.41,NOT_APPLICABLE,0.0
SALES,TX-19963,2026-03-03,10,Branch_10,cairo,Greater Cairo,119,Prod_119,Personal Care,Dairy,7,154.12,213.41,NOT_APPLICABLE,0.0
SALES,TX-19964,2026-04-29,8,Branch_8,Tanta,Delta,114,Prod_114,Groceries,Snacks,8,131.79,162.09,NOT_APPLICABLE,0.0
SALES,TX-19965,2025-07-07,10,Branch_10,cairo,Greater Cairo,112,Prod_112,Home Care,Dairy,1,121.15,165.83,NOT_APPLICABLE,0.0
SALES,TX-19966,2025-10-14,1,Branch_1,cairo,Alex Coast,111,Prod_111,Beverages,Detergents,1,117.78,156.22,NOT_APPLICABLE,0.0
SALES,TX-19967,2025-10-14,5,Branch_5,Giza,Greater Cairo,102,Prod_102,Personal Care,Detergents,3,74.46,92.36,NOT_APPLICABLE,0.0
SALES,TX-19968,2025-04-04,7,Branch_7,Mansoura,Greater Cairo,111,Prod_111,Personal Care,Snacks,11,123.9,154.21,NOT_APPLICABLE,0.0
SALES,TX-19969,2026-02-07,8,Branch_8,Tanta,Delta,119,Prod_119,Personal Care,Dairy,11,149.62,187.81,NOT_APPLICABLE,0.0
SALES,TX-19970,2025-01-07,7,Branch_7,Mansoura,Greater Cairo,112,Prod_112,Personal Care,Soft Drinks,6,116.25,142.61,NOT_APPLICABLE,0.0
SALES,TX-19971,2025-07-31,2,Branch_2,CAIRO,Greater Cairo,108,Prod_108,Home Care,Detergents,-5,105.04,144.62,NOT_APPLICABLE,0.0
SALES,TX-19972,2025-09-16,4,Branch_4,ALEXANDRIA,Delta,112,Prod_112,Home Care,Dairy,8,122.68,167.73,NOT_APPLICABLE,0.0
SALES,TX-19973,2025-07-19,10,Branch_10,cairo,Greater Cairo,108,Prod_108,Personal Care,Detergents,2,100.91,122.7,NOT_APPLICABLE,0.0
SALES,TX-19974,2025-03-12,5,Branch_5,Giza,Greater Cairo,103,Prod_103,Groceries,Detergents,1,87.75,122.28,NOT_APPLICABLE,0.0
SALES,TX-19975,2026-03-12,5,Branch_5,Giza,Greater Cairo,116,Prod_116,Groceries,Snacks,8,127.91,163.93,NOT_APPLICABLE,0.0
SALES,TX-19976,2026-02-17,8,Branch_8,Tanta,Delta,114,Prod_114,Personal Care,Detergents,2,114.37,157.98,NOT_APPLICABLE,0.0
SALES,TX-19977,2025-08-07,9,Branch_9,Cairo,Delta,113,Prod_113,Groceries,Shampoo,8,130.68,178.36,NOT_APPLICABLE,0.0
SALES,TX-19978,2025-09-25,1,Branch_1,cairo,Alex Coast,100,Prod_100,Beverages,Soft Drinks,7,70.44,87.55,NOT_APPLICABLE,0.0
SALES,TX-19979,2025-05-07,5,Branch_5,Giza,Greater Cairo,106,Prod_106,Personal Care,Dairy,4,91.81,113.4,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19980,2025-02-01,3,Branch_3,Alexandria,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,39471.75
STORE_EXPENSE,TX-19981,2025-10-01,10,Branch_10,cairo,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,49036.25
SALES,TX-19982,2025-03-28,10,Branch_10,cairo,Greater Cairo,101,Prod_101,Home Care,Shampoo,5,75.16,103.74,NOT_APPLICABLE,0.0
SALES,TX-19983,2026-04-21,9,Branch_9,Cairo,Delta,105,Prod_105,Beverages,Soft Drinks,6,92.31,126.77,NOT_APPLICABLE,0.0
SALES,TX-19984,2025-06-27,1,Branch_1,cairo,Alex Coast,101,Prod_101,Groceries,Detergents,9,77.77,98.79,NOT_APPLICABLE,0.0
SALES,TX-19985,2025-11-19,10,Branch_10,cairo,Greater Cairo,116,Prod_116,Groceries,Soft Drinks,1,130.04,167.05,NOT_APPLICABLE,0.0
SALES,TX-19986,2025-10-19,4,Branch_4,ALEXANDRIA,Delta,116,Prod_116,Personal Care,Detergents,6,126.17,161.16,NOT_APPLICABLE,0.0
SALES,TX-19987,2026-02-03,9,Branch_9,Cairo,Delta,103,Prod_103,Groceries,Dairy,8,88.57,113.56,NOT_APPLICABLE,0.0
SALES,TX-19988,2025-07-10,5,Branch_5,Giza,Greater Cairo,107,Prod_107,Personal Care,Shampoo,10,91.69,124.53,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19989,2026-01-01,8,Branch_8,Tanta,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Maintenance,56142.78
SALES,TX-19990,2025-06-06,4,Branch_4,ALEXANDRIA,Delta,112,Prod_112,Home Care,Shampoo,9,120.04,145.71,NOT_APPLICABLE,0.0
SALES,TX-19991,2025-05-30,8,Branch_8,Tanta,Delta,111,Prod_111,Home Care,Dairy,2,103.15,127.2,NOT_APPLICABLE,0.0
SALES,TX-19992,2025-06-06,8,Branch_8,Tanta,Delta,118,Prod_118,Beverages,Soft Drinks,11,131.01,180.2,NOT_APPLICABLE,0.0
SALES,TX-19993,2025-03-12,9,Branch_9,Cairo,Delta,117,Prod_117,Home Care,Snacks,9,129.85,161.48,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-19994,2025-08-01,10,Branch_10,cairo,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,52053.18
SALES,TX-19995,2025-07-09,3,Branch_3,Alexandria,Delta,108,Prod_108,Personal Care,Shampoo,4,109.32,149.66,NOT_APPLICABLE,0.0
SALES,TX-19996,2025-02-09,6,Branch_6,GIZA,Alex Coast,115,Prod_115,Beverages,Detergents,11,136.61,179.07,NOT_APPLICABLE,0.0
SALES,TX-19997,2025-03-01,1,Branch_1,cairo,Alex Coast,115,Prod_115,Personal Care,Soft Drinks,1,130.39,167.22,NOT_APPLICABLE,0.0
SALES,TX-19998,2025-09-11,5,Branch_5,Giza,Greater Cairo,110,Prod_110,Groceries,Snacks,8,100.48,122.41,NOT_APPLICABLE,0.0
SALES,TX-19999,2025-08-02,7,Branch_7,Mansoura,Greater Cairo,108,Prod_108,Groceries,Soft Drinks,12,101.62,126.59,NOT_APPLICABLE,0.0
SALES,TX-20000,2026-02-22,1,Branch_1,cairo,Alex Coast,103,Prod_103,Groceries,Dairy,1,90.59,118.16,NOT_APPLICABLE,0.0
SALES,TX-20001,2025-03-07,3,Branch_3,Alexandria,Delta,114,Prod_114,Beverages,Dairy,12,122.45,154.67,NOT_APPLICABLE,0.0
SALES,TX-20002,2025-04-06,8,Branch_8,Tanta,Delta,112,Prod_112,Beverages,Soft Drinks,2,126.83,155.92,NOT_APPLICABLE,0.0
SALES,TX-20003,2025-06-28,6,Branch_6,GIZA,Alex Coast,115,Prod_115,Personal Care,Shampoo,4,135.54,162.94,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-20004,2025-10-01,5,Branch_5,Giza,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Rent,55091.35
SALES,TX-20005,2025-12-18,4,Branch_4,ALEXANDRIA,Delta,107,Prod_107,Groceries,Detergents,12,103.03,138.68,NOT_APPLICABLE,0.0
SALES,TX-20006,2025-10-05,9,Branch_9,Cairo,Delta,111,Prod_111,Groceries,Snacks,6,113.55,154.33,NOT_APPLICABLE,0.0
SALES,TX-20007,2025-09-25,1,Branch_1,cairo,Alex Coast,107,Prod_107,Groceries,Detergents,6,95.3,116.04,NOT_APPLICABLE,0.0
SALES,TX-20008,2025-02-15,7,Branch_7,Mansoura,Greater Cairo,115,Prod_115,Personal Care,Detergents,4,126.62,173.72,NOT_APPLICABLE,0.0
SALES,TX-20009,2026-02-03,4,Branch_4,ALEXANDRIA,Delta,114,Prod_114,Personal Care,Shampoo,7,118.25,162.3,NOT_APPLICABLE,0.0
SALES,TX-20010,2025-04-09,2,Branch_2,CAIRO,Greater Cairo,115,Prod_115,Beverages,Soft Drinks,4,135.29,174.38,NOT_APPLICABLE,0.0
SALES,TX-20011,2026-01-06,9,Branch_9,Cairo,Delta,106,Prod_106,Groceries,Snacks,9,102.87,135.33,NOT_APPLICABLE,0.0
SALES,TX-20012,2025-01-21,2,Branch_2,CAIRO,Greater Cairo,119,Prod_119,Home Care,Detergents,7,146.04,193.95,NOT_APPLICABLE,0.0
SALES,TX-20013,2025-03-02,4,Branch_4,ALEXANDRIA,Delta,101,Prod_101,Groceries,Soft Drinks,3,73.61,89.79,NOT_APPLICABLE,0.0
SALES,TX-20014,2025-07-23,2,Branch_2,CAIRO,Greater Cairo,102,Prod_102,Personal Care,Detergents,4,85.71,118.44,NOT_APPLICABLE,0.0
SALES,TX-20015,2025-05-16,7,Branch_7,Mansoura,Greater Cairo,104,Prod_104,Personal Care,Soft Drinks,-2,96.5,134.28,NOT_APPLICABLE,0.0
SALES,TX-20016,2025-10-12,3,Branch_3,Alexandria,Delta,102,Prod_102,Home Care,Detergents,11,87.85,118.37,NOT_APPLICABLE,0.0
SALES,TX-20017,2026-04-13,3,Branch_3,Alexandria,Delta,112,Prod_112,Personal Care,Dairy,10,122.62,157.82,NOT_APPLICABLE,0.0
SALES,TX-20018,2025-06-20,10,Branch_10,cairo,Greater Cairo,109,Prod_109,Groceries,Dairy,9,104.28,145.52,NOT_APPLICABLE,0.0
SALES,TX-20019,2025-10-22,9,Branch_9,Cairo,Delta,107,Prod_107,Home Care,Shampoo,11,104.37,131.09,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-20020,2025-03-01,8,Branch_8,Tanta,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,17031.53
SALES,TX-20021,2026-03-10,8,Branch_8,Tanta,Delta,115,Prod_115,Groceries,Dairy,7,129.59,166.87,NOT_APPLICABLE,0.0
SALES,TX-20022,2025-05-21,8,Branch_8,Tanta,Delta,102,Prod_102,Beverages,Soft Drinks,7,80.98,112.55,NOT_APPLICABLE,0.0
SALES,TX-20023,2025-07-07,9,Branch_9,Cairo,Delta,103,Prod_103,Groceries,Dairy,3,86.54,119.3,NOT_APPLICABLE,0.0
SALES,TX-20024,2026-01-07,3,Branch_3,Alexandria,Delta,106,Prod_106,Beverages,Snacks,1,93.46,124.95,NOT_APPLICABLE,0.0
SALES,TX-20025,2026-03-09,9,Branch_9,Cairo,Delta,103,Prod_103,Groceries,Soft Drinks,9,88.4,123.25,NOT_APPLICABLE,0.0
SALES,TX-20026,2025-01-08,9,Branch_9,Cairo,Delta,115,Prod_115,Beverages,Snacks,9,137.34,167.18,NOT_APPLICABLE,0.0
SALES,TX-20027,2025-11-28,3,Branch_3,Alexandria,Delta,114,Prod_114,Groceries,Soft Drinks,10,122.63,151.65,NOT_APPLICABLE,0.0
SALES,TX-20028,2025-07-23,7,Branch_7,Mansoura,Greater Cairo,116,Prod_116,Beverages,Dairy,7,123.72,157.5,NOT_APPLICABLE,0.0
SALES,TX-20029,2026-05-12,2,Branch_2,CAIRO,Greater Cairo,106,Prod_106,Groceries,Dairy,8,98.84,138.26,NOT_APPLICABLE,0.0
SALES,TX-20030,2026-01-07,4,Branch_4,ALEXANDRIA,Delta,111,Prod_111,Groceries,Dairy,5,114.89,147.51,NOT_APPLICABLE,0.0
SALES,TX-20031,2025-12-06,3,Branch_3,Alexandria,Delta,103,Prod_103,Home Care,Snacks,6,78.89,109.93,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-20032,2025-11-01,10,Branch_10,cairo,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Electricity,58877.51
SALES,TX-20033,2025-01-10,8,Branch_8,Tanta,Delta,105,Prod_105,Beverages,Soft Drinks,11,92.09,124.08,NOT_APPLICABLE,0.0
SALES,TX-20034,2025-09-18,4,Branch_4,ALEXANDRIA,Delta,115,Prod_115,Beverages,Dairy,9,136.57,177.67,NOT_APPLICABLE,0.0
SALES,TX-20035,2025-09-27,4,Branch_4,ALEXANDRIA,Delta,117,Prod_117,Personal Care,Soft Drinks,1,128.38,169.27,NOT_APPLICABLE,0.0
SALES,TX-20036,2025-02-28,5,Branch_5,Giza,Greater Cairo,118,Prod_118,Home Care,Dairy,9,148.91,187.98,NOT_APPLICABLE,0.0
SALES,TX-20037,2025-02-28,5,Branch_5,Giza,Greater Cairo,117,Prod_117,Groceries,Dairy,4,131.84,181.01,NOT_APPLICABLE,0.0
SALES,TX-20038,2025-11-07,2,Branch_2,CAIRO,Greater Cairo,107,Prod_107,Groceries,Dairy,5,98.85,129.3,NOT_APPLICABLE,0.0
SALES,TX-20039,2025-11-26,1,Branch_1,cairo,Alex Coast,112,Prod_112,Personal Care,Soft Drinks,5,117.51,152.49,NOT_APPLICABLE,0.0
SALES,TX-20040,2025-11-17,6,Branch_6,GIZA,Alex Coast,117,Prod_117,Personal Care,Snacks,5,144.02,190.33,NOT_APPLICABLE,0.0
SALES,TX-20041,2026-01-01,10,Branch_10,cairo,Greater Cairo,113,Prod_113,Groceries,Dairy,5,113.41,148.79,NOT_APPLICABLE,0.0
SALES,TX-20042,2026-02-25,3,Branch_3,Alexandria,Delta,112,Prod_112,Home Care,Snacks,6,110.24,150.5,NOT_APPLICABLE,0.0
SALES,TX-20043,2025-05-22,5,Branch_5,Giza,Greater Cairo,107,Prod_107,Personal Care,Shampoo,8,108.65,137.56,NOT_APPLICABLE,0.0
SALES,TX-20044,2025-02-10,7,Branch_7,Mansoura,Greater Cairo,113,Prod_113,Groceries,Soft Drinks,8,110.8,150.55,NOT_APPLICABLE,0.0
